128
256
0
  (59,88)       1
  (88,88)       1
  (92,88)       1
 (119,88)       1
  (32,89)       1
  (60,89)       1
  (89,89)       1
  (93,89)       1
 (120,89)       1
   (1,90)       1
  (61,90)       1
  (90,90)       1
  (94,90)       1
 (121,90)       1
   (2,91)       1
  (62,91)       1
  (91,91)       1
  (95,91)       1
 (122,91)       1
   (3,92)       1
  (63,92)       1
  (92,92)       1
  (96,92)       1
 (123,92)       1
   (4,93)       1
  (64,93)       1
  (65,93)       1
  (93,93)       1
 (124,93)       1
   (5,94)       1
  (33,94)       1
  (66,94)       1
  (94,94)       1
 (125,94)       1
   (6,95)       1
  (34,95)       1
  (67,95)       1
  (95,95)       1
 (126,95)       1
   (7,96)       1
  (35,96)       1
  (68,96)       1
  (96,96)       1
 (127,96)       1
   (1,97)       1
  (41,97)       1
  (96,97)       1
  (97,97)       1
  (99,97)       1
   (2,98)       1
  (42,98)       1
  (65,98)       1
  (98,98)       1
 (100,98)       1
   (3,99)       1
  (43,99)       1
  (66,99)       1
  (99,99)       1
 (101,99)       1
   (4,100)      1
  (44,100)      1
  (67,100)      1
 (100,100)      1
 (102,100)      1
   (5,101)      1
  (45,101)      1
  (68,101)      1
 (101,101)      1
 (103,101)      1
   (6,102)      1
  (46,102)      1
  (69,102)      1
 (102,102)      1
 (104,102)      1
   (7,103)      1
  (47,103)      1
  (70,103)      1
 (103,103)      1
 (105,103)      1
   (8,104)      1
  (48,104)      1
  (71,104)      1
 (104,104)      1
 (106,104)      1
   (9,105)      1
  (49,105)      1
  (72,105)      1
 (105,105)      1
 (107,105)      1
  (10,106)      1
  (50,106)      1
  (73,106)      1
 (106,106)      1
 (108,106)      1
  (11,107)      1
  (51,107)      1
  (74,107)      1
 (107,107)      1
 (109,107)      1
  (12,108)      1
  (52,108)      1
  (75,108)      1
 (108,108)      1
 (110,108)      1
  (13,109)      1
  (53,109)      1
  (76,109)      1
 (109,109)      1
 (111,109)      1
  (14,110)      1
  (54,110)      1
  (77,110)      1
 (110,110)      1
 (112,110)      1
  (15,111)      1
  (55,111)      1
  (78,111)      1
 (111,111)      1
 (113,111)      1
  (16,112)      1
  (56,112)      1
  (79,112)      1
 (112,112)      1
 (114,112)      1
  (17,113)      1
  (57,113)      1
  (80,113)      1
 (113,113)      1
 (115,113)      1
  (18,114)      1
  (58,114)      1
  (81,114)      1
 (114,114)      1
 (116,114)      1
  (19,115)      1
  (59,115)      1
  (82,115)      1
 (115,115)      1
 (117,115)      1
  (20,116)      1
  (60,116)      1
  (83,116)      1
 (116,116)      1
 (118,116)      1
  (21,117)      1
  (61,117)      1
  (84,117)      1
 (117,117)      1
 (119,117)      1
  (22,118)      1
  (62,118)      1
  (85,118)      1
 (118,118)      1
 (120,118)      1
  (23,119)      1
  (63,119)      1
  (86,119)      1
 (119,119)      1
 (121,119)      1
  (24,120)      1
  (64,120)      1
  (87,120)      1
 (120,120)      1
 (122,120)      1
  (25,121)      1
  (33,121)      1
  (88,121)      1
 (121,121)      1
 (123,121)      1
  (26,122)      1
  (34,122)      1
  (89,122)      1
 (122,122)      1
 (124,122)      1
  (27,123)      1
  (35,123)      1
  (90,123)      1
 (123,123)      1
 (125,123)      1
  (28,124)      1
  (36,124)      1
  (91,124)      1
 (124,124)      1
 (126,124)      1
  (29,125)      1
  (37,125)      1
  (92,125)      1
 (125,125)      1
 (127,125)      1
  (30,126)      1
  (38,126)      1
  (93,126)      1
 (126,126)      1
 (128,126)      1
  (31,127)      1
  (39,127)      1
  (94,127)      1
  (97,127)      1
 (127,127)      1
  (32,128)      1
  (40,128)      1
  (95,128)      1
  (98,128)      1
 (128,128)      1
  (33,129)      1
  (68,129)      1
 (104,129)      1
  (34,130)      1
  (69,130)      1
 (105,130)      1
  (35,131)      1
  (70,131)      1
 (106,131)      1
  (36,132)      1
  (71,132)      1
 (107,132)      1
  (37,133)      1
  (72,133)      1
 (108,133)      1
  (38,134)      1
  (73,134)      1
 (109,134)      1
  (39,135)      1
  (74,135)      1
 (110,135)      1
  (40,136)      1
  (75,136)      1
 (111,136)      1
  (41,137)      1
  (76,137)      1
 (112,137)      1
  (42,138)      1
  (77,138)      1
 (113,138)      1
  (43,139)      1
  (78,139)      1
 (114,139)      1
  (44,140)      1
  (79,140)      1
 (115,140)      1
  (45,141)      1
  (80,141)      1
 (116,141)      1
  (46,142)      1
  (81,142)      1
 (117,142)      1
  (47,143)      1
  (82,143)      1
 (118,143)      1
  (48,144)      1
  (83,144)      1
 (119,144)      1
  (49,145)      1
  (84,145)      1
 (120,145)      1
  (50,146)      1
  (85,146)      1
 (121,146)      1
  (51,147)      1
  (86,147)      1
 (122,147)      1
  (52,148)      1
  (87,148)      1
 (123,148)      1
  (53,149)      1
  (88,149)      1
 (124,149)      1
  (54,150)      1
  (89,150)      1
 (125,150)      1
  (55,151)      1
  (90,151)      1
 (126,151)      1
  (56,152)      1
  (91,152)      1
 (127,152)      1
  (57,153)      1
  (92,153)      1
 (128,153)      1
  (58,154)      1
  (93,154)      1
  (97,154)      1
  (59,155)      1
  (94,155)      1
  (98,155)      1
  (60,156)      1
  (95,156)      1
  (99,156)      1
  (61,157)      1
  (96,157)      1
 (100,157)      1
  (62,158)      1
  (65,158)      1
 (101,158)      1
  (63,159)      1
  (66,159)      1
 (102,159)      1
  (64,160)      1
  (67,160)      1
 (103,160)      1
  (13,161)      1
  (65,161)      1
 (103,161)      1
  (14,162)      1
  (66,162)      1
 (104,162)      1
  (15,163)      1
  (67,163)      1
 (105,163)      1
  (16,164)      1
  (68,164)      1
 (106,164)      1
  (17,165)      1
  (69,165)      1
 (107,165)      1
  (18,166)      1
  (70,166)      1
 (108,166)      1
  (19,167)      1
  (71,167)      1
 (109,167)      1
  (20,168)      1
  (72,168)      1
 (110,168)      1
  (21,169)      1
  (73,169)      1
 (111,169)      1
  (22,170)      1
  (74,170)      1
 (112,170)      1
  (23,171)      1
  (75,171)      1
 (113,171)      1
  (24,172)      1
  (76,172)      1
 (114,172)      1
  (25,173)      1
  (77,173)      1
 (115,173)      1
  (26,174)      1
  (78,174)      1
 (116,174)      1
  (27,175)      1
  (79,175)      1
 (117,175)      1
  (28,176)      1
  (80,176)      1
 (118,176)      1
  (29,177)      1
  (81,177)      1
 (119,177)      1
  (30,178)      1
  (82,178)      1
 (120,178)      1
  (31,179)      1
  (83,179)      1
 (121,179)      1
  (32,180)      1
  (84,180)      1
 (122,180)      1
   (1,181)      1
  (85,181)      1
 (123,181)      1
   (2,182)      1
  (86,182)      1
 (124,182)      1
   (3,183)      1
  (87,183)      1
 (125,183)      1
   (4,184)      1
  (88,184)      1
 (126,184)      1
   (5,185)      1
  (89,185)      1
 (127,185)      1
   (6,186)      1
  (90,186)      1
 (128,186)      1
   (7,187)      1
  (91,187)      1
  (97,187)      1
   (8,188)      1
  (92,188)      1
  (98,188)      1
   (9,189)      1
  (93,189)      1
  (99,189)      1
  (10,190)      1
  (94,190)      1
 (100,190)      1
  (11,191)      1
  (95,191)      1
 (101,191)      1
  (12,192)      1
  (96,192)      1
 (102,192)      1
  (21,193)      1
  (64,193)      1
  (97,193)      1
  (22,194)      1
  (33,194)      1
  (98,194)      1
  (23,195)      1
  (34,195)      1
  (99,195)      1
  (24,196)      1
  (35,196)      1
 (100,196)      1
  (25,197)      1
  (36,197)      1
 (101,197)      1
  (26,198)      1
  (37,198)      1
 (102,198)      1
  (27,199)      1
  (38,199)      1
 (103,199)      1
  (28,200)      1
  (39,200)      1
 (104,200)      1
  (29,201)      1
  (40,201)      1
 (105,201)      1
  (30,202)      1
  (41,202)      1
 (106,202)      1
  (31,203)      1
  (42,203)      1
 (107,203)      1
  (32,204)      1
  (43,204)      1
 (108,204)      1
   (1,205)      1
  (44,205)      1
 (109,205)      1
   (2,206)      1
  (45,206)      1
 (110,206)      1
   (3,207)      1
  (46,207)      1
 (111,207)      1
   (4,208)      1
  (47,208)      1
 (112,208)      1
   (5,209)      1
  (48,209)      1
 (113,209)      1
   (6,210)      1
  (49,210)      1
 (114,210)      1
   (7,211)      1
  (50,211)      1
 (115,211)      1
   (8,212)      1
  (51,212)      1
 (116,212)      1
   (9,213)      1
  (52,213)      1
 (117,213)      1
  (10,214)      1
  (53,214)      1
 (118,214)      1
  (11,215)      1
  (54,215)      1
 (119,215)      1
  (12,216)      1
  (55,216)      1
 (120,216)      1
  (13,217)      1
  (56,217)      1
 (121,217)      1
  (14,218)      1
  (57,218)      1
 (122,218)      1
  (15,219)      1
  (58,219)      1
 (123,219)      1
  (16,220)      1
  (59,220)      1
 (124,220)      1
  (17,221)      1
  (60,221)      1
 (125,221)      1
  (18,222)      1
  (61,222)      1
 (126,222)      1
  (19,223)      1
  (62,223)      1
 (127,223)      1
  (20,224)      1
  (63,224)      1
 (128,224)      1
   (1,225)      1
  (45,225)      1
  (76,225)      1
   (2,226)      1
  (46,226)      1
  (77,226)      1
   (3,227)      1
  (47,227)      1
  (78,227)      1
   (4,228)      1
  (48,228)      1
  (79,228)      1
   (5,229)      1
  (49,229)      1
  (80,229)      1
   (6,230)      1
  (50,230)      1
  (81,230)      1
   (7,231)      1
  (51,231)      1
  (82,231)      1
   (8,232)      1
  (52,232)      1
  (83,232)      1
   (9,233)      1
  (53,233)      1
  (84,233)      1
  (10,234)      1
  (54,234)      1
  (85,234)      1
  (11,235)      1
  (55,235)      1
  (86,235)      1
  (12,236)      1
  (56,236)      1
  (87,236)      1
  (13,237)      1
  (57,237)      1
  (88,237)      1
  (14,238)      1
  (58,238)      1
  (89,238)      1
  (15,239)      1
  (59,239)      1
  (90,239)      1
  (16,240)      1
  (60,240)      1
  (91,240)      1
  (17,241)      1
  (61,241)      1
  (92,241)      1
  (18,242)      1
  (62,242)      1
  (93,242)      1
  (19,243)      1
  (63,243)      1
  (94,243)      1
  (20,244)      1
  (64,244)      1
  (95,244)      1
  (21,245)      1
  (33,245)      1
  (96,245)      1
  (22,246)      1
  (34,246)      1
  (65,246)      1
  (23,247)      1
  (35,247)      1
  (66,247)      1
  (24,248)      1
  (36,248)      1
  (67,248)      1
  (25,249)      1
  (37,249)      1
  (68,249)      1
  (26,250)      1
  (38,250)      1
  (69,250)      1
  (27,251)      1
  (39,251)      1
  (70,251)      1
  (28,252)      1
  (40,252)      1
  (71,252)      1
  (29,253)      1
  (41,253)      1
  (72,253)      1
  (30,254)      1
  (42,254)      1
  (73,254)      1
  (31,255)      1
  (43,255)      1
  (74,255)      1
  (32,256)      1
  (44,256)      1
  (75,256)      1