128
320
64
  (24,1)        1
  (58,1)        1
  (80,1)        1
  (25,2)        1
  (59,2)        1
  (81,2)        1
  (26,3)        1
  (60,3)        1
  (82,3)        1
  (27,4)        1
  (61,4)        1
  (83,4)        1
  (28,5)        1
  (62,5)        1
  (84,5)        1
  (29,6)        1
  (63,6)        1
  (85,6)        1
  (30,7)        1
  (64,7)        1
  (86,7)        1
  (31,8)        1
  (33,8)        1
  (87,8)        1
  (32,9)        1
  (34,9)        1
  (88,9)        1
  (1,10)        1
  (35,10)       1
  (89,10)       1
  (2,11)       1
  (36,11)       1
  (90,11)       1
  (3,12)       1
  (37,12)       1
  (91,12)       1
  (4,13)       1
  (38,13)       1
  (92,13)       1
  (5,14)       1
  (39,14)       1
  (93,14)       1
  (6,15)       1
  (40,15)       1
  (94,15)       1
  (7,16)       1
  (41,16)       1
  (95,16)       1
  (8,17)       1
  (42,17)       1
  (96,17)       1
  (9,18)       1
  (43,18)       1
  (65,18)       1
  (10,19)       1
  (44,19)       1
  (66,19)       1
  (11,20)       1
  (45,20)       1
  (67,20)       1
  (12,21)       1
  (46,21)       1
  (68,21)       1
  (13,22)       1
  (47,22)       1
  (69,22)       1
  (14,23)       1
  (48,23)       1
  (70,23)       1
  (15,24)       1
  (49,24)       1
  (71,24)       1
  (16,25)       1
  (50,25)       1
  (72,25)       1
  (17,26)       1
  (51,26)       1
  (73,26)       1
  (18,27)       1
  (52,27)       1
  (74,27)       1
  (19,28)       1
  (53,28)       1
  (75,28)       1
  (20,29)       1
  (54,29)       1
  (76,29)       1
  (21,30)       1
  (55,30)       1
  (77,30)       1
  (22,31)       1
  (56,31)       1
  (78,31)       1
  (23,32)       1
  (57,32)       1
  (79,32)       1
  (12,33)       1
  (79,33)       1
 (121,33)       1
  (13,34)       1
  (80,34)       1
 (122,34)       1
  (14,35)       1
  (81,35)       1
 (123,35)       1
  (15,36)       1
  (82,36)       1
 (124,36)       1
  (16,37)       1
  (83,37)       1
 (125,37)       1
  (17,38)       1
  (84,38)       1
 (126,38)       1
  (18,39)       1
  (85,39)       1
 (127,39)       1
  (19,40)       1
  (86,40)       1
 (128,40)       1
  (20,41)       1
  (87,41)       1
  (97,41)       1
  (21,42)       1
  (88,42)       1
  (98,42)       1
  (22,43)       1
  (89,43)       1
  (99,43)       1
  (23,44)       1
  (90,44)       1
 (100,44)       1
  (24,45)       1
  (91,45)       1
 (101,45)       1
  (25,46)       1
  (92,46)       1
 (102,46)       1
  (26,47)       1
  (93,47)       1
 (103,47)       1
  (27,48)       1
  (94,48)       1
 (104,48)       1
  (28,49)       1
  (95,49)       1
 (105,49)       1
  (29,50)       1
  (96,50)       1
 (106,50)       1
  (30,51)       1
  (65,51)       1
 (107,51)       1
  (31,52)       1
  (66,52)       1
 (108,52)       1
  (32,53)       1
  (67,53)       1
 (109,53)       1
   (1,54)       1
  (68,54)       1
 (110,54)       1
   (2,55)       1
  (69,55)       1
 (111,55)       1
   (3,56)       1
  (70,56)       1
 (112,56)       1
   (4,57)       1
  (71,57)       1
 (113,57)       1
   (5,58)       1
  (72,58)       1
 (114,58)       1
   (6,59)       1
